date,weekday,name,value
2023-03-05,日,中等症者数,57
2023-03-06,月,陽性者数累計,1578371
2023-03-06,月,死亡者数累計,3158
2023-03-06,月,うちコロナ感染症を死因とする死亡者数累計,2612
2023-03-06,月,入院中の者の数,296
2023-03-06,月,うち確保病床の入院者数,242
2023-03-06,月,宿泊療養中の者の数,28
2023-03-06,月,重症者数,3
2023-03-06,月,中等症者数,57
2023-03-07,火,陽性者数累計,1578859
2023-03-07,火,死亡者数累計,3163
2023-03-07,火,うちコロナ感染症を死因とする死亡者数累計,2616
2023-03-07,火,入院中の者の数,319
2023-03-07,火,うち確保病床の入院者数,224
2023-03-07,火,宿泊療養中の者の数,29
2023-03-07,火,重症者数,3
2023-03-07,火,中等症者数,50
2023-03-08,水,陽性者数累計,1579395
2023-03-08,水,死亡者数累計,3164
2023-03-08,水,うちコロナ感染症を死因とする死亡者数累計,2617
2023-03-08,水,入院中の者の数,316
2023-03-08,水,うち確保病床の入院者数,213
2023-03-08,水,宿泊療養中の者の数,29
2023-03-08,水,重症者数,3
2023-03-08,水,中等症者数,49
2023-03-09,木,陽性者数累計,1579792
2023-03-09,木,死亡者数累計,3164
2023-03-09,木,うちコロナ感染症を死因とする死亡者数累計,2617
2023-03-09,木,入院中の者の数,320
2023-03-09,木,うち確保病床の入院者数,202
2023-03-09,木,宿泊療養中の者の数,30
2023-03-09,木,重症者数,2
2023-03-09,木,中等症者数,41
2023-03-10,金,陽性者数累計,1580148
2023-03-10,金,死亡者数累計,3165
2023-03-10,金,うちコロナ感染症を死因とする死亡者数累計,2618
2023-03-10,金,入院中の者の数,325
2023-03-10,金,うち確保病床の入院者数,212
2023-03-10,金,宿泊療養中の者の数,22
2023-03-10,金,重症者数,2
2023-03-10,金,中等症者数,41
2023-03-11,土,陽性者数累計,1580488
2023-03-11,土,死亡者数累計,3165
2023-03-11,土,うちコロナ感染症を死因とする死亡者数累計,2618
2023-03-11,土,入院中の者の数,324
2023-03-11,土,うち確保病床の入院者数,211
2023-03-11,土,宿泊療養中の者の数,19
2023-03-11,土,重症者数,2
2023-03-11,土,中等症者数,43
2023-03-12,日,陽性者数累計,1580797
2023-03-12,日,死亡者数累計,3165
2023-03-12,日,うちコロナ感染症を死因とする死亡者数累計,2618
2023-03-12,日,入院中の者の数,333
2023-03-12,日,うち確保病床の入院者数,210
2023-03-12,日,宿泊療養中の者の数,23
2023-03-12,日,重症者数,3
2023-03-12,日,中等症者数,43
2023-03-13,月,陽性者数累計,1580875
2023-03-13,月,死亡者数累計,3166
2023-03-13,月,うちコロナ感染症を死因とする死亡者数累計,2619
2023-03-13,月,入院中の者の数,319
2023-03-13,月,うち確保病床の入院者数,192
2023-03-13,月,宿泊療養中の者の数,17
2023-03-13,月,重症者数,1
2023-03-13,月,中等症者数,35
2023-03-14,火,陽性者数累計,1581234
2023-03-14,火,死亡者数累計,3170
2023-03-14,火,うちコロナ感染症を死因とする死亡者数累計,2623
2023-03-14,火,入院中の者の数,309
2023-03-14,火,うち確保病床の入院者数,194
2023-03-14,火,宿泊療養中の者の数,15
2023-03-14,火,重症者数,1
2023-03-14,火,中等症者数,38
2023-03-15,水,陽性者数累計,1581619
2023-03-15,水,死亡者数累計,3174
2023-03-15,水,うちコロナ感染症を死因とする死亡者数累計,2626
2023-03-15,水,入院中の者の数,289
2023-03-15,水,うち確保病床の入院者数,180
2023-03-15,水,宿泊療養中の者の数,20
2023-03-15,水,重症者数,2
2023-03-15,水,中等症者数,35
2023-03-16,木,陽性者数累計,1581856
2023-03-16,木,死亡者数累計,3175
2023-03-16,木,うちコロナ感染症を死因とする死亡者数累計,2627
2023-03-16,木,入院中の者の数,276
2023-03-16,木,うち確保病床の入院者数,171
2023-03-16,木,宿泊療養中の者の数,24
2023-03-16,木,重症者数,3
2023-03-16,木,中等症者数,31
2023-03-17,金,陽性者数累計,1582122
2023-03-17,金,死亡者数累計,3175
2023-03-17,金,うちコロナ感染症を死因とする死亡者数累計,2627
2023-03-17,金,入院中の者の数,227
2023-03-17,金,うち確保病床の入院者数,159
2023-03-17,金,宿泊療養中の者の数,25
2023-03-17,金,重症者数,3
2023-03-17,金,中等症者数,30
2023-03-18,土,陽性者数累計,1582396
2023-03-18,土,死亡者数累計,3175
2023-03-18,土,うちコロナ感染症を死因とする死亡者数累計,2627
2023-03-18,土,入院中の者の数,228
2023-03-18,土,うち確保病床の入院者数,160
2023-03-18,土,宿泊療養中の者の数,29
2023-03-18,土,重症者数,3
2023-03-18,土,中等症者数,31
2023-03-19,日,陽性者数累計,1582655
2023-03-19,日,死亡者数累計,3176
2023-03-19,日,うちコロナ感染症を死因とする死亡者数累計,2628
2023-03-19,日,入院中の者の数,224
2023-03-19,日,うち確保病床の入院者数,159
2023-03-19,日,宿泊療養中の者の数,34
2023-03-19,日,重症者数,3
2023-03-19,日,中等症者数,30
2023-03-20,月,陽性者数累計,1582721
2023-03-20,月,死亡者数累計,3176
2023-03-20,月,うちコロナ感染症を死因とする死亡者数累計,2628
2023-03-20,月,入院中の者の数,217
2023-03-20,月,うち確保病床の入院者数,163
2023-03-20,月,宿泊療養中の者の数,33
2023-03-20,月,重症者数,3
2023-03-20,月,中等症者数,34
2023-03-21,火,陽性者数累計,1583023
2023-03-21,火,死亡者数累計,3177
2023-03-21,火,うちコロナ感染症を死因とする死亡者数累計,2629
2023-03-21,火,入院中の者の数,181
2023-03-21,火,うち確保病床の入院者数,157
2023-03-21,火,宿泊療養中の者の数,28
2023-03-21,火,重症者数,3
2023-03-21,火,中等症者数,36
2023-03-22,水,陽性者数累計,1583126
2023-03-22,水,死亡者数累計,3179
2023-03-22,水,うちコロナ感染症を死因とする死亡者数累計,2630
2023-03-22,水,入院中の者の数,181
2023-03-22,水,うち確保病床の入院者数,159
2023-03-22,水,宿泊療養中の者の数,22
2023-03-22,水,重症者数,3
2023-03-22,水,中等症者数,37
2023-03-23,木,陽性者数累計,1583429
2023-03-23,木,死亡者数累計,3179
2023-03-23,木,うちコロナ感染症を死因とする死亡者数累計,2630
2023-03-23,木,入院中の者の数,162
2023-03-23,木,うち確保病床の入院者数,144
2023-03-23,木,宿泊療養中の者の数,22
2023-03-23,木,重症者数,3
2023-03-23,木,中等症者数,32
2023-03-24,金,陽性者数累計,1583740
2023-03-24,金,死亡者数累計,3181
2023-03-24,金,うちコロナ感染症を死因とする死亡者数累計,2631
2023-03-24,金,入院中の者の数,161
2023-03-24,金,うち確保病床の入院者数,144
2023-03-24,金,宿泊療養中の者の数,21
2023-03-24,金,重症者数,3
2023-03-24,金,中等症者数,27
2023-03-25,土,陽性者数累計,1584012
2023-03-25,土,死亡者数累計,3182
2023-03-25,土,うちコロナ感染症を死因とする死亡者数累計,2632
2023-03-25,土,入院中の者の数,160
2023-03-25,土,うち確保病床の入院者数,134
2023-03-25,土,宿泊療養中の者の数,21
2023-03-25,土,重症者数,3
2023-03-25,土,中等症者数,26
2023-03-26,日,陽性者数累計,1584220
2023-03-26,日,死亡者数累計,3182
2023-03-26,日,うちコロナ感染症を死因とする死亡者数累計,2632
2023-03-26,日,入院中の者の数,153
2023-03-26,日,うち確保病床の入院者数,137
2023-03-26,日,宿泊療養中の者の数,24
2023-03-26,日,重症者数,3
2023-03-26,日,中等症者数,27
2023-03-27,月,陽性者数累計,1584267
2023-03-27,月,死亡者数累計,3182
2023-03-27,月,うちコロナ感染症を死因とする死亡者数累計,2632
2023-03-27,月,入院中の者の数,143
2023-03-27,月,うち確保病床の入院者数,128
2023-03-27,月,宿泊療養中の者の数,25
2023-03-27,月,重症者数,4
2023-03-27,月,中等症者数,27
2023-03-28,火,陽性者数累計,1584576
2023-03-28,火,死亡者数累計,3182
2023-03-28,火,うちコロナ感染症を死因とする死亡者数累計,2632
2023-03-28,火,入院中の者の数,147
2023-03-28,火,うち確保病床の入院者数,120
2023-03-28,火,宿泊療養中の者の数,22
2023-03-28,火,重症者数,3
2023-03-28,火,中等症者数,25
2023-03-29,水,陽性者数累計,1584835
2023-03-29,水,死亡者数累計,3184
2023-03-29,水,うちコロナ感染症を死因とする死亡者数累計,2634
2023-03-29,水,入院中の者の数,155
2023-03-29,水,うち確保病床の入院者数,119
2023-03-29,水,宿泊療養中の者の数,20
2023-03-29,水,重症者数,2
2023-03-29,水,中等症者数,26
2023-03-30,木,陽性者数累計,1585041
2023-03-30,木,死亡者数累計,3184
2023-03-30,木,うちコロナ感染症を死因とする死亡者数累計,2634
2023-03-30,木,入院中の者の数,151
2023-03-30,木,うち確保病床の入院者数,115
2023-03-30,木,宿泊療養中の者の数,14
2023-03-30,木,重症者数,1
2023-03-30,木,中等症者数,26
2023-03-31,金,陽性者数累計,1585248
2023-03-31,金,死亡者数累計,3185
2023-03-31,金,うちコロナ感染症を死因とする死亡者数累計,2635
2023-03-31,金,入院中の者の数,150
2023-03-31,金,うち確保病床の入院者数,105
2023-03-31,金,宿泊療養中の者の数,13
2023-03-31,金,重症者数,1
2023-03-31,金,中等症者数,26
2023-04-01,土,陽性者数累計,1585495
2023-04-01,土,死亡者数累計,3186
2023-04-01,土,うちコロナ感染症を死因とする死亡者数累計,2635
2023-04-01,土,入院中の者の数,145
2023-04-01,土,うち確保病床の入院者数,100
2023-04-01,土,宿泊療養中の者の数,11
2023-04-01,土,重症者数,1
2023-04-01,土,中等症者数,25
2023-04-02,日,陽性者数累計,1585721
2023-04-02,日,死亡者数累計,3187
2023-04-02,日,うちコロナ感染症を死因とする死亡者数累計,2636
2023-04-02,日,入院中の者の数,145
2023-04-02,日,うち確保病床の入院者数,99
2023-04-02,日,宿泊療養中の者の数,14
2023-04-02,日,重症者数,1
2023-04-02,日,中等症者数,26
2023-04-03,月,陽性者数累計,1585805
2023-04-03,月,死亡者数累計,3188
2023-04-03,月,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-03,月,入院中の者の数,137
2023-04-03,月,うち確保病床の入院者数,96
2023-04-03,月,宿泊療養中の者の数,13
2023-04-03,月,重症者数,1
2023-04-03,月,中等症者数,26
2023-04-04,火,陽性者数累計,1586134
2023-04-04,火,死亡者数累計,3189
2023-04-04,火,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-04,火,入院中の者の数,136
2023-04-04,火,うち確保病床の入院者数,89
2023-04-04,火,宿泊療養中の者の数,16
2023-04-04,火,重症者数,1
2023-04-04,火,中等症者数,25
2023-04-05,水,陽性者数累計,1586448
2023-04-05,水,死亡者数累計,3189
2023-04-05,水,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-05,水,入院中の者の数,134
2023-04-05,水,うち確保病床の入院者数,96
2023-04-05,水,宿泊療養中の者の数,18
2023-04-05,水,重症者数,1
2023-04-05,水,中等症者数,22
2023-04-06,木,陽性者数累計,1586727
2023-04-06,木,死亡者数累計,3189
2023-04-06,木,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-06,木,入院中の者の数,131
2023-04-06,木,うち確保病床の入院者数,96
2023-04-06,木,宿泊療養中の者の数,24
2023-04-06,木,重症者数,0
2023-04-06,木,中等症者数,21
2023-04-07,金,陽性者数累計,1587002
2023-04-07,金,死亡者数累計,3189
2023-04-07,金,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-07,金,入院中の者の数,127
2023-04-07,金,うち確保病床の入院者数,90
2023-04-07,金,宿泊療養中の者の数,22
2023-04-07,金,重症者数,0
2023-04-07,金,中等症者数,22
2023-04-08,土,陽性者数累計,1587256
2023-04-08,土,死亡者数累計,3189
2023-04-08,土,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-08,土,入院中の者の数,131
2023-04-08,土,うち確保病床の入院者数,94
2023-04-08,土,宿泊療養中の者の数,33
2023-04-08,土,重症者数,0
2023-04-08,土,中等症者数,24
2023-04-09,日,陽性者数累計,1587525
2023-04-09,日,死亡者数累計,3189
2023-04-09,日,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-09,日,入院中の者の数,129
2023-04-09,日,うち確保病床の入院者数,97
2023-04-09,日,宿泊療養中の者の数,31
2023-04-09,日,重症者数,0
2023-04-09,日,中等症者数,25
2023-04-10,月,陽性者数累計,1587586
2023-04-10,月,死亡者数累計,3189
2023-04-10,月,うちコロナ感染症を死因とする死亡者数累計,2637
2023-04-10,月,入院中の者の数,127
2023-04-10,月,うち確保病床の入院者数,105
2023-04-10,月,宿泊療養中の者の数,32
2023-04-10,月,重症者数,0
2023-04-10,月,中等症者数,28
2023-04-11,火,陽性者数累計,1587907
2023-04-11,火,死亡者数累計,3190
2023-04-11,火,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-11,火,入院中の者の数,120
2023-04-11,火,うち確保病床の入院者数,101
2023-04-11,火,宿泊療養中の者の数,31
2023-04-11,火,重症者数,0
2023-04-11,火,中等症者数,26
2023-04-12,水,陽性者数累計,1588249
2023-04-12,水,死亡者数累計,3192
2023-04-12,水,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-12,水,入院中の者の数,131
2023-04-12,水,うち確保病床の入院者数,104
2023-04-12,水,宿泊療養中の者の数,28
2023-04-12,水,重症者数,0
2023-04-12,水,中等症者数,27
2023-04-13,木,陽性者数累計,1588546
2023-04-13,木,死亡者数累計,3192
2023-04-13,木,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-13,木,入院中の者の数,136
2023-04-13,木,うち確保病床の入院者数,106
2023-04-13,木,宿泊療養中の者の数,25
2023-04-13,木,重症者数,2
2023-04-13,木,中等症者数,27
2023-04-14,金,陽性者数累計,1588786
2023-04-14,金,死亡者数累計,3192
2023-04-14,金,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-14,金,入院中の者の数,127
2023-04-14,金,うち確保病床の入院者数,106
2023-04-14,金,宿泊療養中の者の数,26
2023-04-14,金,重症者数,1
2023-04-14,金,中等症者数,23
2023-04-15,土,陽性者数累計,1589087
2023-04-15,土,死亡者数累計,3193
2023-04-15,土,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-15,土,入院中の者の数,130
2023-04-15,土,うち確保病床の入院者数,107
2023-04-15,土,宿泊療養中の者の数,23
2023-04-15,土,重症者数,1
2023-04-15,土,中等症者数,25
2023-04-16,日,陽性者数累計,1589324
2023-04-16,日,死亡者数累計,3193
2023-04-16,日,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-16,日,入院中の者の数,135
2023-04-16,日,うち確保病床の入院者数,102
2023-04-16,日,宿泊療養中の者の数,18
2023-04-16,日,重症者数,1
2023-04-16,日,中等症者数,26
2023-04-17,月,陽性者数累計,1589383
2023-04-17,月,死亡者数累計,3193
2023-04-17,月,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-17,月,入院中の者の数,141
2023-04-17,月,うち確保病床の入院者数,106
2023-04-17,月,宿泊療養中の者の数,11
2023-04-17,月,重症者数,1
2023-04-17,月,中等症者数,26
2023-04-18,火,陽性者数累計,1589804
2023-04-18,火,死亡者数累計,3193
2023-04-18,火,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-18,火,入院中の者の数,148
2023-04-18,火,うち確保病床の入院者数,115
2023-04-18,火,宿泊療養中の者の数,14
2023-04-18,火,重症者数,1
2023-04-18,火,中等症者数,31
2023-04-19,水,陽性者数累計,1590243
2023-04-19,水,死亡者数累計,3194
2023-04-19,水,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-19,水,入院中の者の数,152
2023-04-19,水,うち確保病床の入院者数,116
2023-04-19,水,宿泊療養中の者の数,20
2023-04-19,水,重症者数,0
2023-04-19,水,中等症者数,31
2023-04-20,木,陽性者数累計,1590606
2023-04-20,木,死亡者数累計,3194
2023-04-20,木,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-20,木,入院中の者の数,157
2023-04-20,木,うち確保病床の入院者数,131
2023-04-20,木,宿泊療養中の者の数,28
2023-04-20,木,重症者数,0
2023-04-20,木,中等症者数,35
2023-04-21,金,陽性者数累計,1590971
2023-04-21,金,死亡者数累計,3195
2023-04-21,金,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-21,金,入院中の者の数,162
2023-04-21,金,うち確保病床の入院者数,136
2023-04-21,金,宿泊療養中の者の数,30
2023-04-21,金,重症者数,0
2023-04-21,金,中等症者数,39
2023-04-22,土,陽性者数累計,1591325
2023-04-22,土,死亡者数累計,3195
2023-04-22,土,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-22,土,入院中の者の数,170
2023-04-22,土,うち確保病床の入院者数,138
2023-04-22,土,宿泊療養中の者の数,32
2023-04-22,土,重症者数,0
2023-04-22,土,中等症者数,39
2023-04-23,日,陽性者数累計,1591592
2023-04-23,日,死亡者数累計,3195
2023-04-23,日,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-23,日,入院中の者の数,175
2023-04-23,日,うち確保病床の入院者数,138
2023-04-23,日,宿泊療養中の者の数,29
2023-04-23,日,重症者数,0
2023-04-23,日,中等症者数,37
2023-04-24,月,陽性者数累計,1591658
2023-04-24,月,死亡者数累計,3195
2023-04-24,月,うちコロナ感染症を死因とする死亡者数累計,2638
2023-04-24,月,入院中の者の数,182
2023-04-24,月,うち確保病床の入院者数,145
2023-04-24,月,宿泊療養中の者の数,23
2023-04-24,月,重症者数,0
2023-04-24,月,中等症者数,33
2023-04-25,火,陽性者数累計,1592038
2023-04-25,火,死亡者数累計,3200
2023-04-25,火,うちコロナ感染症を死因とする死亡者数累計,2639
2023-04-25,火,入院中の者の数,190
2023-04-25,火,うち確保病床の入院者数,134
2023-04-25,火,宿泊療養中の者の数,19
2023-04-25,火,重症者数,0
2023-04-25,火,中等症者数,35
2023-04-26,水,陽性者数累計,1592422
2023-04-26,水,死亡者数累計,3200
2023-04-26,水,うちコロナ感染症を死因とする死亡者数累計,2639
2023-04-26,水,入院中の者の数,184
2023-04-26,水,うち確保病床の入院者数,133
2023-04-26,水,宿泊療養中の者の数,19
2023-04-26,水,重症者数,0
2023-04-26,水,中等症者数,36
2023-04-27,木,陽性者数累計,1592809
2023-04-27,木,死亡者数累計,3201
2023-04-27,木,うちコロナ感染症を死因とする死亡者数累計,2639
2023-04-27,木,入院中の者の数,178
2023-04-27,木,うち確保病床の入院者数,133
2023-04-27,木,宿泊療養中の者の数,19
2023-04-27,木,重症者数,0
2023-04-27,木,中等症者数,34
2023-04-28,金,陽性者数累計,1593183
2023-04-28,金,死亡者数累計,3202
2023-04-28,金,うちコロナ感染症を死因とする死亡者数累計,2640
2023-04-28,金,入院中の者の数,182
2023-04-28,金,うち確保病床の入院者数,124
2023-04-28,金,宿泊療養中の者の数,25
2023-04-28,金,重症者数,1
2023-04-28,金,中等症者数,35
2023-04-29,土,陽性者数累計,1593628
2023-04-29,土,死亡者数累計,3202
2023-04-29,土,うちコロナ感染症を死因とする死亡者数累計,2640
2023-04-29,土,入院中の者の数,183
2023-04-29,土,うち確保病床の入院者数,126
2023-04-29,土,宿泊療養中の者の数,30
2023-04-29,土,重症者数,1
2023-04-29,土,中等症者数,35
2023-04-30,日,陽性者数累計,1593813
2023-04-30,日,死亡者数累計,3203
2023-04-30,日,うちコロナ感染症を死因とする死亡者数累計,2641
2023-04-30,日,入院中の者の数,174
2023-04-30,日,うち確保病床の入院者数,125
2023-04-30,日,宿泊療養中の者の数,32
2023-04-30,日,重症者数,1
2023-04-30,日,中等症者数,34
